종목코드,종목명,적용시작일,WICS대,WICS중,WICS소,KRX섹터,산업분류
091810,트리니티항공,2026-07-01,산업재,운송,항공사,KRX 운송,항공 여객 운송업
091970,LSK아이로봇,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
092040,아미코젠,2026-07-01,건강관리,제약과생물공학,생물공학,,기타 식품 제조업
092070,디엔에프,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기타 화학제품 제조업
092130,이크레더블,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 정보 서비스업
092190,서울바이오시스,2026-07-01,IT,디스플레이,디스플레이장비및부품,,반도체 제조업
092200,디아이씨,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
092220,KEC,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
092230,KPX홀딩스,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
092300,현우산업,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
092440,기신정기,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
092460,한라IMS,2026-07-01,산업재,자본재,조선,,선박 및 보트 건조업
092600,앤씨앤,2026-07-01,IT,전자와 전기제품,전자제품,,반도체 제조업
092730,네오팜,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
092780,DYP,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차용 엔진 및 자동차 제조업
092790,넥스틸,2026-07-01,소재,소재,철강,KRX 철강,1차 철강 제조업
092870,엑시콘,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
093050,LF,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",KRX 경기소비재,봉제의복 제조업
093190,빅솔론,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
093240,형지엘리트,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
093320,케이아이엔엑스,2026-07-01,IT,소프트웨어와서비스,IT서비스,KRX 방송통신,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
093370,후성,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
093380,풍강,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,기타 금속 가공제품 제조업
093520,매커스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기계장비 및 관련 물품 도매업
093640,케이알엠,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
093920,서원인텍,2026-07-01,IT,기술하드웨어와장비,핸드셋,,통신 및 방송 장비 제조업
094170,동운아나텍,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
094280,효성ITX,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 사업지원 서비스업
094360,칩스앤미디어,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
094480,갤럭시아머니트리,2026-07-01,IT,소프트웨어와서비스,IT서비스,,소프트웨어 개발 및 공급업
094800,맵스리얼티,2026-07-01,금융,부동산,부동산,,신탁업 및 집합투자업
094820,일진파워,2026-07-01,산업재,자본재,건설,,전기 및 통신 공사업
094840,슈프리마에이치큐,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,통신 및 방송 장비 제조업
094850,참좋은여행,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,여행사 및 기타 여행보조 서비스업
094860,네오리진,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
094940,푸른로보틱스,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
094970,제이엠티,2026-07-01,IT,디스플레이,디스플레이장비및부품,,전자부품 제조업
095190,신화프리텍,2026-07-01,산업재,자본재,기계,,기타 금속 가공제품 제조업
095270,웨이브일렉트로,2026-07-01,산업재,자본재,우주항공과국방,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
095340,ISC,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,기계장비 및 관련 물품 도매업
095500,미래나노텍,2026-07-01,IT,디스플레이,디스플레이장비및부품,,플라스틱제품 제조업
095570,AJ네트웍스,2026-07-01,산업재,운송,도로와철도운송,,산업용 기계 및 장비 임대업
095610,테스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
095660,네오위즈,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
095700,제넥신,2026-07-01,건강관리,제약과생물공학,생물공학,,자연과학 및 공학 연구개발업
095720,웅진씽크빅,2026-07-01,경기관련소비재,교육서비스,교육서비스,,초등 교육기관
095910,에스에너지,2026-07-01,에너지,에너지,에너지장비및서비스,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
096240,크레버스,2026-07-01,경기관련소비재,교육서비스,교육서비스,,일반 교습 학원
096250,와이즈넛,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
096350,대창솔루션,2026-07-01,산업재,자본재,조선,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
096530,씨젠,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,KRX 헬스케어,의료용품 및 기타 의약 관련제품 제조업
096610,알에프세미,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
096630,에스코넥,2026-07-01,IT,기술하드웨어와장비,핸드셋,,통신 및 방송 장비 제조업
096690,에이루트,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
096760,JW홀딩스,2026-07-01,건강관리,제약과생물공학,제약,,기타 금융업
096770,SK이노베이션,2026-07-01,에너지,에너지,석유와가스,KRX 에너지화학,석유 정제품 제조업
096870,엘디티,2026-07-01,IT,디스플레이,디스플레이장비및부품,,반도체 제조업
097230,HJ중공업,2026-07-01,산업재,자본재,건설,,토목 건설업
097520,엠씨넥스,2026-07-01,IT,기술하드웨어와장비,핸드셋,,영상 및 음향기기 제조업
097780,에코볼트,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
097800,윈팩,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
097870,효성오앤비,2026-07-01,소재,소재,화학,,"비료, 농약 및 살균, 살충제 제조업"
097950,CJ제일제당,2026-07-01,필수소비재,"식품,음료,담배",식품,KRX 필수소비재,기타 식품 제조업
098070,한텍,2026-07-01,에너지,에너지,에너지장비및서비스,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
098120,마이크로컨텍솔,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,전자부품 제조업
098460,고영,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,KRX 반도체,특수 목적용 기계 제조업
098660,에스티오,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
099190,아이센스,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,KRX 헬스케어,의료용 기기 제조업
099220,SDN,2026-07-01,에너지,에너지,에너지장비및서비스,,기계장비 및 관련 물품 도매업
099320,쎄트렉아이,2026-07-01,산업재,자본재,우주항공과국방,,"항공기,우주선 및 부품 제조업"
099390,브레인즈컴퍼니,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
099410,동방선기,2026-07-01,산업재,자본재,조선,,선박 및 보트 건조업
099430,바이오플러스,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,KRX 헬스케어,기초 의약물질 제조업
099440,스맥,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
099520,DGI,2026-07-01,IT,기술하드웨어와장비,통신장비,,영상 및 음향기기 제조업
099750,이지케어텍,2026-07-01,건강관리,건강관리장비와서비스,건강관리기술,,소프트웨어 개발 및 공급업
100030,인지소프트,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
100090,SK오션플랜트,2026-07-01,에너지,에너지,에너지장비및서비스,KRX 기계장비,1차 철강 제조업
100120,뷰웍스,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
100130,동국S&C,2026-07-01,에너지,에너지,에너지장비및서비스,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
100220,비상교육,2026-07-01,경기관련소비재,교육서비스,교육서비스,,"서적, 잡지 및 기타 인쇄물 출판업"
100250,진양홀딩스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,플라스틱제품 제조업
100590,머큐리,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
100660,서암기계공업,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
100700,세운메디칼,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용품 및 기타 의약 관련제품 제조업
100790,미래에셋벤처투자,2026-07-01,금융,다각화된금융,창업투자,,기타 금융업
100840,SNT에너지,2026-07-01,에너지,에너지,에너지장비및서비스,,일반 목적용 기계 제조업
101000,KS인더스트리,2026-07-01,산업재,자본재,조선,,특수 목적용 기계 제조업
101140,인바이오젠,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,기계장비 및 관련 물품 도매업
101160,월덱스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,전자부품 제조업
101170,우림피티에스,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
101240,씨큐브,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
101330,모베이스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,통신 및 방송 장비 제조업
101360,에코앤드림,2026-07-01,소재,소재,화학,,일차전지 및 이차전지 제조업
101390,아이엠,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
101400,엔시트론,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
101490,에스앤에스텍,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,전자부품 제조업
101530,해태제과식품,2026-07-01,필수소비재,"식품,음료,담배",식품,,기타 식품 제조업
101670,하이드로리튬,2026-07-01,IT,전자와 전기제품,전기제품,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
101680,한국정밀기계,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
101730,위메이드맥스,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
101930,인화정공,2026-07-01,산업재,자본재,조선,,선박 및 보트 건조업
101970,우양에이치씨,2026-07-01,에너지,에너지,에너지장비및서비스,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
102120,어보브반도체,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
102260,동성케미컬,2026-07-01,소재,소재,화학,,합성고무 및 플라스틱 물질 제조업
102370,케이옥션,2026-07-01,경기관련소비재,소매(유통),판매업체,,상품 중개업
102460,이연제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
102710,이엔에프테크놀로지,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기타 화학제품 제조업
102940,코오롱생명과학,2026-07-01,건강관리,제약과생물공학,제약,,기초 의약물질 제조업
103140,풍산,2026-07-01,소재,소재,비철금속,KRX 철강,1차 비철금속 제조업
103230,에스앤더블류,2026-07-01,산업재,자본재,조선,,일반 목적용 기계 제조업
103590,일진전기,2026-07-01,산업재,자본재,전기장비,KRX 기계장비,절연선 및 케이블 제조업
103840,우양,2026-07-01,필수소비재,"식품,음료,담배",식품,,"과실, 채소 가공 및 저장 처리업"
104040,디에스엠,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
104200,NHN벅스,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,기타 정보 서비스업
104460,디와이피엔에프,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
104480,티케이케미칼,2026-07-01,소재,소재,화학,,화학섬유 제조업
104540,코렌텍,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
104620,노랑풍선,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,여행사 및 기타 여행보조 서비스업
104700,한국철강,2026-07-01,소재,소재,철강,,1차 철강 제조업
104830,원익머트리얼즈,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
105330,케이엔더블유,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,자동차 신품 부품 제조업
105550,엣지파운드리,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,전자부품 제조업
105560,KB금융,2026-07-01,금융,은행,은행,KRX 은행,기타 금융업
105630,한세실업,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",KRX 경기소비재,봉제의복 제조업
105740,디케이락,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
105760,포스뱅크,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,일반 목적용 기계 제조업
105840,우진,2026-07-01,산업재,자본재,기계,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
106080,케이이엠텍,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
106190,하이텍팜,2026-07-01,건강관리,제약과생물공학,제약,,기초 의약물질 제조업
106240,파인테크닉스,2026-07-01,IT,디스플레이,디스플레이장비및부품,,전구 및 조명장치 제조업
106520,노블엠앤비,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,사진장비 및 광학기기 제조업
107590,미원홀딩스,2026-07-01,소재,소재,화학,,기타 금융업
107600,새빗켐,2026-07-01,IT,전자와 전기제품,전기제품,,기타 화학제품 제조업
107640,한중엔시에스,2026-07-01,산업재,자본재,전기장비,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
108230,톱텍,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
108320,LX세미콘,2026-07-01,IT,디스플레이,디스플레이장비및부품,KRX 반도체,반도체 제조업
108380,대양전기공업,2026-07-01,산업재,자본재,조선,,선박 및 보트 건조업
108490,로보티즈,2026-07-01,산업재,자본재,기계,KRX 정보기술,특수 목적용 기계 제조업
108670,LX하우시스,2026-07-01,산업재,자본재,건축자재,KRX 건설,플라스틱제품 제조업
108860,셀바스AI,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,소프트웨어 개발 및 공급업
109070,주성코퍼레이션,2026-07-01,산업재,운송,해운사,,통신 및 방송 장비 제조업
109080,옵티시스,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
109610,에스와이,2026-07-01,산업재,자본재,건축자재,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
109670,씨싸이트,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
109740,디에스케이,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,특수 목적용 기계 제조업
109820,진매트릭스,2026-07-01,건강관리,제약과생물공학,생물공학,,자연과학 및 공학 연구개발업
109860,동일금속,2026-07-01,산업재,자본재,기계,,금속 주조업
109960,앱토크롬,2026-07-01,건강관리,제약과생물공학,제약,,기타 전문 도매업
110020,전진바이오팜,2026-07-01,필수소비재,가정용품과개인용품,가정용품,,기타 화학제품 제조업
110790,크리스에프앤씨,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
110990,디아이티,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
111110,호전실업,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
111380,동인기연,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,"가죽, 가방 및 유사제품 제조업"
111710,남화산업,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,스포츠 서비스업
111770,영원무역,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",KRX 경기소비재,상품 종합 도매업
112040,위메이드,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,KRX K콘텐츠,소프트웨어 개발 및 공급업
112290,와이씨켐,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기타 화학제품 제조업
112610,씨에스윈드,2026-07-01,에너지,에너지,에너지장비및서비스,KRX 기계장비,"구조용 금속제품, 탱크 및 증기발생기 제조업"
113810,디젠스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
114090,GKL,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",KRX 경기소비재,유원지 및 기타 오락관련 서비스업
114190,강원에너지,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,기타 전기장비 제조업
114450,그린생명과학,2026-07-01,건강관리,제약과생물공학,제약,,기초 의약물질 제조업
114630,폴라리스우노,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,화학섬유 제조업
114810,한솔아이원스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
114840,아이패밀리에스씨,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
115160,휴맥스,2026-07-01,IT,전자와 전기제품,전자제품,,기계장비 및 관련 물품 도매업
115180,큐리언트,2026-07-01,건강관리,제약과생물공학,제약,,자연과학 및 공학 연구개발업
115310,인포바인,2026-07-01,IT,소프트웨어와서비스,IT서비스,,전기 통신업
115440,우리넷,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
115450,HLB테라퓨틱스,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,기타 전문 도매업
115480,씨유메디칼,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
115500,케이씨에스,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
115530,씨엔플러스,2026-07-01,에너지,에너지,에너지장비및서비스,,전자부품 제조업
115570,스타플렉스,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
115610,이미지스,2026-07-01,IT,기술하드웨어와장비,핸드셋,,반도체 제조업
117580,대성에너지,2026-07-01,유틸리티,유틸리티,가스유틸리티,KRX 유틸리티,연료용 가스 제조 및 배관공급업
117670,알파칩스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
117730,티로보틱스,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
118000,메타케어,2026-07-01,건강관리,제약과생물공학,제약,,기계장비 및 관련 물품 도매업
118990,모트렉스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
119500,포메탈,2026-07-01,산업재,자본재,기계,,기타 금속 가공제품 제조업
119610,인터로조,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
119650,KC코트렐,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,일반 목적용 기계 제조업
119830,아이텍,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,"그외 기타 전문, 과학 및 기술 서비스업"
119850,지엔씨에너지,2026-07-01,산업재,자본재,전기장비,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
120030,조선선재,2026-07-01,소재,소재,철강,,기타 금속 가공제품 제조업
120110,코오롱인더,2026-07-01,소재,소재,화학,KRX 에너지화학,화학섬유 제조업
120240,대정화금,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
121440,골프존홀딩스,2026-07-01,경기관련소비재,내구소비재와의류,레저용장비와제품,,상품 중개업
121600,나노신소재,2026-07-01,소재,소재,화학,KRX 에너지화학,기타 화학제품 제조업
121800,비덴트,2026-07-01,IT,디스플레이,디스플레이패널,,통신 및 방송 장비 제조업
121850,코이즈,2026-07-01,IT,디스플레이,디스플레이장비및부품,,플라스틱제품 제조업
121890,에스디시스템,2026-07-01,산업재,운송,운송인프라,,전자부품 제조업
122310,제노레이,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
122350,삼기,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
122450,KX,2026-07-01,산업재,자본재,복합기업,,텔레비전 방송업
122640,예스티,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
122690,서진오토모티브,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
122870,와이지엔터테인먼트,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,KRX K콘텐츠,오디오물 출판 및 원판 녹음업
122900,아이마켓코리아,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,상품 종합 도매업
122990,와이솔,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
123010,알엔티엑스,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
123040,엠에스오토텍,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
123330,제닉,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
123410,코리아에프티,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
123420,위메이드플레이,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
123570,이엠넷,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,광고,,광고업
123690,한국화장품,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,생활용품 도매업
123700,SJM,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
123750,알톤,2026-07-01,경기관련소비재,내구소비재와의류,레저용장비와제품,,그외 기타 운송장비 제조업
123840,뉴온,2026-07-01,건강관리,건강관리장비와서비스,건강관리업체및서비스,,기타 식품 제조업
123860,아나패스,2026-07-01,IT,디스플레이,디스플레이장비및부품,,반도체 제조업
123890,한국자산신탁,2026-07-01,금융,부동산,부동산,,신탁업 및 집합투자업
124500,아이티센글로벌,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
124560,태웅로직스,2026-07-01,산업재,운송,해운사,,기타 운송관련 서비스업
125020,티씨머티리얼즈,2026-07-01,산업재,자본재,전기장비,,절연선 및 케이블 제조업
125210,아모그린텍,2026-07-01,소재,소재,화학,,전자부품 제조업
125490,한라캐스트,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
126340,비나텍,2026-07-01,산업재,자본재,전기장비,,일차전지 및 이차전지 제조업
126560,현대퓨처넷,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,전기 통신업
126600,BGF에코머티리얼즈,2026-07-01,소재,소재,화학,,합성고무 및 플라스틱 물질 제조업
126640,화신정공,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
126700,하이비젼시스템,2026-07-01,IT,기술하드웨어와장비,핸드셋,,사진장비 및 광학기기 제조업
126720,수산인더스트리,2026-07-01,에너지,에너지,에너지장비및서비스,KRX 건설,전기 및 통신 공사업
126730,코칩,2026-07-01,IT,전자와 전기제품,전기제품,,전자부품 제조업
126880,제이엔케이글로벌,2026-07-01,에너지,에너지,석유와가스,,일반 목적용 기계 제조업
127120,제이에스링크,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,,자연과학 및 공학 연구개발업
127710,아시아경제,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,출판,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
127980,화인써키트,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
128540,에코캡,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
128660,피제이메탈,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
128820,대성산업,2026-07-01,에너지,에너지,석유와가스,,연료 소매업
128940,한미약품,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,의약품 제조업
129260,인터지스,2026-07-01,산업재,운송,해운사,,도로 화물 운송업
129890,앱코,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
129920,대성하이텍,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
130500,GH신소재,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,기타 섬유제품 제조업
130580,나이스디앤비,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 사업지원 서비스업
130660,한전산업,2026-07-01,유틸리티,유틸리티,전기유틸리티,KRX 유틸리티,"건축기술, 엔지니어링 및 관련 기술 서비스업"
130740,티피씨글로벌,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
131030,옵투스제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
131090,시큐브,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
131100,티엔엔터테인먼트,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
131180,딜리,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
131220,대한과학,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,,기계장비 및 관련 물품 도매업
131290,티에스이,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
131370,알서포트,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
131400,이브이첨단소재,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
131760,파인텍,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
131970,두산테스나,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,"그외 기타 전문, 과학 및 기술 서비스업"
133750,메가엠디,2026-07-01,경기관련소비재,교육서비스,교육서비스,,일반 교습 학원
133820,화인베스틸,2026-07-01,소재,소재,철강,,1차 철강 제조업
134060,이퓨쳐,2026-07-01,경기관련소비재,교육서비스,교육서비스,,"서적, 잡지 및 기타 인쇄물 출판업"
134380,미원화학,2026-07-01,소재,소재,화학,,기타 화학제품 제조업
134580,탑코미디어,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,양방향미디어와서비스,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
134790,시디즈,2026-07-01,산업재,자본재,가구,,가구 제조업
136150,원일티엔아이,2026-07-01,에너지,에너지,에너지장비및서비스,,일반 목적용 기계 제조업
136410,아셈스,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
136480,하림,2026-07-01,필수소비재,"식품,음료,담배",식품,,"도축, 육류 가공 및 저장 처리업"
136490,선진,2026-07-01,필수소비재,"식품,음료,담배",식품,,동물용 사료 및 조제식품 제조
136540,윈스테크넷,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
137080,나래나노텍,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
137310,에스디바이오센서,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,KRX 헬스케어,의료용 기기 제조업
137400,피엔티,2026-07-01,IT,전자와 전기제품,전기제품,,특수 목적용 기계 제조업
